Report Number,Offense Parent Group,Offense,Offense Code,MCPP,Longitude,Latitude
2018,LARCENY-THEFT,Theft From Building,23D,QUEEN ANNE,-122.3580072,47.62590598
2018,LARCENY-THEFT,Shoplifting,23C,CAPITOL HILL,-122.3208823,47.6204918
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,QUEEN ANNE,-122.3449504,47.63140856
2018,LARCENY-THEFT,Theft From Building,23D,MADRONA/LESCHI,-122.2893064,47.61288802
2018,LARCENY-THEFT,All Other Larceny,23H,DOWNTOWN COMMERCIAL,-122.3387015,47.61074295
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,PHINNEY RIDGE,-122.3481406,47.6818033
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,UNIVERSITY,-122.3208342,47.66003567
2018,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,HIGHLAND PARK,-122.3551045,47.52287009
2018,LARCENY-THEFT,All Other Larceny,23H,PIONEER SQUARE,-122.3308075,47.60046424
2018,LARCENY-THEFT,Theft From Building,23D,DOWNTOWN COMMERCIAL,-122.3404677,47.6093176
2018,LARCENY-THEFT,All Other Larceny,23H,BITTERLAKE,-122.3520934,47.70507355
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,CAPITOL HILL,-122.3235707,47.61098068
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,GREENWOOD,-122.3660043,47.68583034
2018,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,PHINNEY RIDGE,-122.3564019,47.68127049
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,BELLTOWN,-122.3430526,47.6125019
2018,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,NORTH BEACON HILL,-122.3121072,47.58023946
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SANDPOINT,-122.3068582,47.6907698
2018,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,CAPITOL HILL,-122.325303,47.62140983
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,SODO,-122.329058,47.5850737
2018,LARCENY-THEFT,All Other Larceny,23H,GEORGETOWN,-122.3231011,47.55150187
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SOUTH PARK,-122.3149098,47.52690544
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,ALKI,-122.4100347,47.57773303
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,GEORGETOWN,-122.3231011,47.55150187
2018,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,GEORGETOWN,-122.3231011,47.55150187
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,CAPITOL HILL,-122.3146063,47.62608594
2018,LARCENY-THEFT,All Other Larceny,23H,SODO,-122.3248703,47.57980772
2018,LARCENY-THEFT,Theft From Building,23D,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,DOWNTOWN COMMERCIAL,-122.3415802,47.60885551
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,DOWNTOWN COMMERCIAL,-122.3415802,47.60885551
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,-122.3470285,47.61602597
2018,PROSTITUTION OFFENSES,Prostitution,40A,QUEEN ANNE,-122.3530971,47.61859302
2018,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,NEW HOLLY,-122.2910281,47.54071576
2018,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,DOWNTOWN COMMERCIAL,-122.3336067,47.61356024
2018,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,WALLINGFORD,-122.3401992,47.65340205
2018,ROBBERY,Robbery,120,NORTH BEACON HILL,-122.3138035,47.58101694
2018,ROBBERY,Robbery,120,SOUTH PARK,-122.3149104,47.52644089
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,DOWNTOWN COMMERCIAL,-122.3400927,47.60554493
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,DOWNTOWN COMMERCIAL,-122.3400927,47.60554493
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,DOWNTOWN COMMERCIAL,-122.3408737,47.60640698
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,NORTHGATE,-122.3399801,47.70504485
2018,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,NORTHGATE,-122.3450853,47.73306346
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,DOWNTOWN COMMERCIAL,-122.3406699,47.60786035
2018,ROBBERY,Robbery,120,CLAREMONT/RAINIER VISTA,-122.2910139,47.5607642
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,FIRST HILL,-122.3270688,47.60557243
2018,LARCENY-THEFT,All Other Larceny,23H,FIRST HILL,-122.3270688,47.60557243
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,DOWNTOWN COMMERCIAL,-122.3415802,47.60885551
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,QUEEN ANNE,-122.356906,47.64051473
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,NORTHGATE,-122.3206032,47.71039668
2018,ROBBERY,Robbery,120,CAPITOL HILL,-122.324008,47.61907481
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,FAUNTLEROY SW,-122.392708,47.53065739
2018,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,GREENWOOD,-122.354042,47.6987405
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,CENTRAL AREA/SQUIRE PARK,-122.307427,47.61600018
2018,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,-122.3461706,47.61669063
2018,COUNTERFEITING/FORGERY,Counterfeiting/Forgery,250,NORTHGATE,-122.3447064,47.70579857
2018,CURFEW/LOITERING/VAGRANCY VIOLATIONS,Curfew/Loitering/Vagrancy Violations,90B,SODO,-122.3290623,47.58617012
2018,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,DOWNTOWN COMMERCIAL,-122.3391053,47.60782817
2018,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,DOWNTOWN COMMERCIAL,-122.3391053,47.60782817
2018,FRAUD OFFENSES,Impersonation,26C,DOWNTOWN COMMERCIAL,-122.3391053,47.60782817
2018,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,DOWNTOWN COMMERCIAL,-122.3391053,47.60782817
2018,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,DOWNTOWN COMMERCIAL,-122.3391053,47.60782817
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,FIRST HILL,-122.3214208,47.60694734
2018,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,BITTERLAKE,-122.3460714,47.70728425
2018,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,RAINIER BEACH,-122.2670168,47.52730132
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,NORTHGATE,-122.3108556,47.69215022
2018,LARCENY-THEFT,All Other Larceny,23H,BALLARD SOUTH,-122.3901357,47.67490352
2018,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,NORTHGATE,-122.3420194,47.70596699
2018,LARCENY-THEFT,Theft From Building,23D,SANDPOINT,-122.2904533,47.68214014
2018,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,ROOSEVELT/RAVENNA,-122.2917048,47.67850704
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,CHINATOWN/INTERNATIONAL DISTRICT,-122.3270102,47.60003307
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,-122.3304204,47.62024434
2018,LARCENY-THEFT,Theft From Building,23D,FIRST HILL,-122.3187603,47.60520035
2018,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,-122.3350861,47.61600093
2018,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,NORTHGATE,-122.3068382,47.6930313
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,PHINNEY RIDGE,-122.3499002,47.67648002
2018,FRAUD OFFENSES,Impersonation,26C,MILLER PARK,-122.3081077,47.61850756
2018,FRAUD OFFENSES,Impersonation,26C,MONTLAKE/PORTAGE BAY,-122.322095,47.65030415
2018,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,MID BEACON HILL,-122.3046557,47.55960794
2018,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,CENTRAL AREA/SQUIRE PARK,-122.3037847,47.60652006
2018,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,GEORGETOWN,-122.3295808,47.54925505
2018,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,DOWNTOWN COMMERCIAL,-122.3326402,47.60916022
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,BELLTOWN,-122.3402422,47.61201358
2018,ROBBERY,Robbery,120,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2018,LARCENY-THEFT,Theft From Building,23D,PIONEER SQUARE,-122.3308075,47.60046424
2018,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,FREMONT,-122.3505254,47.64970651
2018,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,RAINIER VIEW,-122.2610179,47.49896304
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,DOWNTOWN COMMERCIAL,-122.3391205,47.61120103
2018,LARCENY-THEFT,All Other Larceny,23H,BALLARD SOUTH,-122.3915067,47.6709205
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,HILLMAN CITY,-122.2841022,47.5460321
2018,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,UNIVERSITY,-122.3187301,47.67076278
2018,LARCENY-THEFT,All Other Larceny,23H,DOWNTOWN COMMERCIAL,-122.3368905,47.61044025
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,DOWNTOWN COMMERCIAL,-122.3401282,47.61062346
2018,LARCENY-THEFT,All Other Larceny,23H,DOWNTOWN COMMERCIAL,-122.3301677,47.60476953
2018,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,DOWNTOWN COMMERCIAL,-122.3330404,47.60455383
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,MID BEACON HILL,-122.30733,47.55364108
2018,LARCENY-THEFT,All Other Larceny,23H,GREENWOOD,-122.3540771,47.70218171
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,BALLARD SOUTH,-122.3831062,47.66508479
2018,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,NORTHGATE,-122.3206032,47.71039668
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,QUEEN ANNE,-122.3560492,47.62626031
2018,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,SANDPOINT,-122.3007582,47.68304743
2018,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,CENTRAL AREA/SQUIRE PARK,-122.3102649,47.60168056
2018,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,NORTH BEACON HILL,-122.3138035,47.58101694
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,NORTHGATE,-122.3206032,47.71039668
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,DOWNTOWN COMMERCIAL,-122.3331039,47.60797946
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,BELLTOWN,-122.3463082,47.61442097
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,CENTRAL AREA/SQUIRE PARK,-122.3044086,47.60616415
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,ROOSEVELT/RAVENNA,-122.3073917,47.69030727
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,CENTRAL AREA/SQUIRE PARK,-122.30635,47.60309306
2018,LARCENY-THEFT,All Other Larceny,23H,JUDKINS PARK/NORTH BEACON HILL,-122.3022201,47.5950772
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,DOWNTOWN COMMERCIAL,-122.3393068,47.60637047
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,DOWNTOWN COMMERCIAL,-122.3400927,47.60554493
2018,FRAUD OFFENSES,Impersonation,26C,BALLARD NORTH,-122.3908303,47.68038864
2018,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,CAPITOL HILL,-122.3283091,47.61508133
2018,LARCENY-THEFT,All Other Larceny,23H,MADRONA/LESCHI,-122.2916092,47.60368344
2018,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SODO,-122.3342002,47.58085317
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,BALLARD SOUTH,-122.3805083,47.67017748
2018,LARCENY-THEFT,All Other Larceny,23H,FAUNTLEROY SW,-122.3904133,47.53540328
2018,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,GEORGETOWN,-122.3295808,47.54925505
2018,LARCENY-THEFT,All Other Larceny,23H,SODO,-122.3342002,47.58085317
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,BITTERLAKE,-122.3509796,47.72140657
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,BELLTOWN,-122.3408978,47.61061931
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SANDPOINT,-122.3068582,47.6907698
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,WALLINGFORD,-122.3400905,47.66640717
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,GEORGETOWN,-122.3294015,47.5602037
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,DOWNTOWN COMMERCIAL,-122.3393068,47.60637047
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,FAUNTLEROY SW,-122.392708,47.53065739
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,BALLARD SOUTH,-122.370046,47.67308318
2018,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,NORTHGATE,-122.3340089,47.70957009
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,NORTH BEACON HILL,-122.3046557,47.55960794
2018,LARCENY-THEFT,All Other Larceny,23H,ALASKA JUNCTION,-122.3867704,47.56746401
2018,LARCENY-THEFT,All Other Larceny,23H,PIONEER SQUARE,-122.3308075,47.60046424
2018,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,SLU/CASCADE,-122.3470285,47.61602597
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,QUEEN ANNE,-122.3750059,47.63965805
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,DOWNTOWN COMMERCIAL,-122.338001,47.60494346
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,BALLARD NORTH,-122.3930204,47.68401625
2018,LARCENY-THEFT,Theft From Building,23D,DOWNTOWN COMMERCIAL,-122.3403672,47.61004628
2018,ROBBERY,Robbery,120,BRIGHTON/DUNLAP,-122.27074,47.54069669
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,BRIGHTON/DUNLAP,-122.27074,47.54069669
2018,LARCENY-THEFT,All Other Larceny,23H,FREMONT,-122.3441805,47.66066395
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,NORTHGATE,-122.3206032,47.71039668
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,COMMERCIAL DUWAMISH,-122.3726072,47.57900158
2018,COUNTERFEITING/FORGERY,Counterfeiting/Forgery,250,MADISON PARK,-122.2790254,47.63509934
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,BALLARD NORTH,-122.3810829,47.68593602
2018,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,BALLARD NORTH,-122.3810829,47.68593602
2018,LARCENY-THEFT,All Other Larceny,23H,GEORGETOWN,-122.3264044,47.55525039
2018,LARCENY-THEFT,All Other Larceny,23H,DOWNTOWN COMMERCIAL,-122.3407976,47.6084931
2018,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,CHINATOWN/INTERNATIONAL DISTRICT,-122.3270102,47.60003307
2018,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,FIRST HILL,-122.3250079,47.6108729
2018,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,FIRST HILL,-122.3250079,47.6108729
2018,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,FIRST HILL,-122.3250079,47.6108729
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,MID BEACON HILL,-122.3046557,47.55960794
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,DOWNTOWN COMMERCIAL,-122.330039,47.60630223
2018,LARCENY-THEFT,All Other Larceny,23H,UNIVERSITY,-122.3043995,47.65006177
2018,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,CAPITOL HILL,-122.3278046,47.61393023
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,FREMONT,-122.3590047,47.65414704
2018,ROBBERY,Robbery,120,NORTHGATE,-122.3447064,47.70579857
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,CAPITOL HILL,-122.3234015,47.61407001
2018,LARCENY-THEFT,All Other Larceny,23H,CENTRAL AREA/SQUIRE PARK,-122.304919,47.61410537
2018,ROBBERY,Robbery,120,CAPITOL HILL,-122.3208823,47.6204918
2018,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,NORTHGATE,-122.342003,47.70504761
2018,LARCENY-THEFT,Shoplifting,23C,CAPITOL HILL,-122.3208823,47.6204918
2018,LARCENY-THEFT,Shoplifting,23C,CAPITOL HILL,-122.324008,47.61907481
2018,LARCENY-THEFT,All Other Larceny,23H,HIGHLAND PARK,-122.3470646,47.53390914
2018,ROBBERY,Robbery,120,CAPITOL HILL,-122.324008,47.61907481
2018,LARCENY-THEFT,All Other Larceny,23H,MONTLAKE/PORTAGE BAY,-122.3038143,47.63395036
2018,LARCENY-THEFT,Shoplifting,23C,CAPITOL HILL,-122.324008,47.61907481
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,DOWNTOWN COMMERCIAL,-122.3408737,47.60640699
2018,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,ROOSEVELT/RAVENNA,-122.3202804,47.68857608
2018,LARCENY-THEFT,All Other Larceny,23H,JUDKINS PARK/NORTH BEACON HILL,-122.3022201,47.5950772
2018,LARCENY-THEFT,Pocket-picking,23A,DOWNTOWN COMMERCIAL,-122.3400134,47.60882096
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,-122.3404627,47.61273031
2018,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,FIRST HILL,-122.3284708,47.60794453
2018,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,WALLINGFORD,-122.3399039,47.67020367
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,FREMONT,-122.358309,47.65311025
2018,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,BALLARD NORTH,-122.3660448,47.69970758
2018,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,ROOSEVELT/RAVENNA,-122.3150173,47.68536609
2018,ROBBERY,Robbery,120,CAPITOL HILL,-122.324008,47.61907481
2018,ROBBERY,Robbery,120,CAPITOL HILL,-122.3208823,47.6204918
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,GEORGETOWN,-122.3143002,47.54770755
2018,LARCENY-THEFT,Theft From Building,23D,UNIVERSITY,-122.3203705,47.66859707
2018,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,PIONEER SQUARE,-122.3308075,47.60046424
2018,ROBBERY,Robbery,120,CAPITOL HILL,-122.324008,47.61907481
2018,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,PIONEER SQUARE,-122.3308075,47.60046424
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,QUEEN ANNE,-122.3580486,47.62036281
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SODO,-122.3342002,47.58085317
2018,LARCENY-THEFT,All Other Larceny,23H,GEORGETOWN,-122.3201461,47.54016849
2018,LARCENY-THEFT,All Other Larceny,23H,CAPITOL HILL,-122.3283091,47.61508133
2018,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,HIGHLAND PARK,-122.3610149,47.53855079
2018,LARCENY-THEFT,All Other Larceny,23H,BITTERLAKE,-122.3569055,47.72961502
2018,LARCENY-THEFT,All Other Larceny,23H,UNIVERSITY,-122.3039961,47.66180454
2018,LARCENY-THEFT,All Other Larceny,23H,CAPITOL HILL,-122.3204074,47.61523808
2018,LARCENY-THEFT,All Other Larceny,23H,MOUNT BAKER,-122.3016369,47.58407877
2018,LARCENY-THEFT,All Other Larceny,23H,GEORGETOWN,-122.3237608,47.55084145
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,CENTRAL AREA/SQUIRE PARK,-122.30635,47.60309306
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SANDPOINT,-122.280073,47.71506559
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,FREMONT,-122.3500292,47.66048919
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,COLUMBIA CITY,-122.2821096,47.56025911
2018,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,GEORGETOWN,-122.322909,47.54294056
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,-122.3463013,47.62031869
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,UNIVERSITY,-122.3031465,47.66352305
2018,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,MONTLAKE/PORTAGE BAY,-122.3217105,47.65101561
2018,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,FREMONT,-122.3435509,47.65802151
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,-122.3304204,47.62024434
2018,LARCENY-THEFT,All Other Larceny,23H,BALLARD SOUTH,-122.3915053,47.67204124
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,COMMERCIAL DUWAMISH,-122.3707787,47.57290605
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,-122.3463013,47.62031869
2018,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,BRIGHTON/DUNLAP,-122.2753608,47.5402615
2018,LARCENY-THEFT,All Other Larceny,23H,SODO,-122.329058,47.5850737
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SODO,-122.3290618,47.57053574
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,HIGH POINT,-122.3612059,47.54329809
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,FIRST HILL,-122.3207514,47.60684371
2018,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,ROOSEVELT/RAVENNA,-122.3065396,47.67670643
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,LAKEWOOD/SEWARD PARK,-122.258073,47.55061696
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,CHINATOWN/INTERNATIONAL DISTRICT,-122.3220524,47.59750785
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,DOWNTOWN COMMERCIAL,-122.3408737,47.60640699
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,DOWNTOWN COMMERCIAL,-122.3378706,47.60647838
2018,LARCENY-THEFT,Shoplifting,23C,FREMONT,-122.3505254,47.64970651
2018,LARCENY-THEFT,All Other Larceny,23H,BRIGHTON/DUNLAP,-122.274091,47.54247026
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,MID BEACON HILL,-122.3005508,47.54707872
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,BALLARD NORTH,-122.3720809,47.69606558
2018,ROBBERY,Robbery,120,MOUNT BAKER,-122.2910103,47.57075994
2018,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,DOWNTOWN COMMERCIAL,-122.3378706,47.60647838
2018,LARCENY-THEFT,All Other Larceny,23H,MILLER PARK,-122.3030596,47.62021016
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,RAINIER VIEW,-122.2573304,47.50699076
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,CAPITOL HILL,-122.3142704,47.61703531
2018,LARCENY-THEFT,All Other Larceny,23H,MOUNT BAKER,-122.2962069,47.57733075
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SODO,-122.3290677,47.57268808
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,HIGHLAND PARK,-122.3505921,47.53102993
2018,LARCENY-THEFT,Theft From Motor Vehicle,23F,MILLER PARK,-122.3113706,47.62129036
2018,ROBBERY,Robbery,120,DOWNTOWN COMMERCIAL,-122.3340387,47.60172211
2018,LARCENY-THEFT,All Other Larceny,23H,NORTH BEACON HILL,-122.3002827,47.57835059
2018,LARCENY-THEFT,All Other Larceny,23H,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2018,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,COMMERCIAL HARBOR ISLAND,-122.3497043,47.57101009
2018,LARCENY-THEFT,All Other Larceny,23H,MILLER PARK,-122.3106963,47.62207881
2018,LARCENY-THEFT,All Other Larceny,23H,CHINATOWN/INTERNATIONAL DISTRICT,-122.3244044,47.59835065
2018,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,-122.3402422,47.61201358
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,FIRST HILL,-122.3240927,47.60287059
2018,LARCENY-THEFT,All Other Larceny,23H,NORTHGATE,-122.3234077,47.71313906
2018,ROBBERY,Robbery,120,CENTRAL AREA/SQUIRE PARK,-122.3089676,47.60267602
2018,LARCENY-THEFT,Theft From Building,23D,NORTH BEACON HILL,-122.3112077,47.57820583
2018,FRAUD OFFENSES,Wire Fraud,26E,UNIVERSITY,-122.3091183,47.65130138
2018,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,MOUNT BAKER,-122.3016369,47.58407877
